Latitude,Longitude,Total Population,Children (%),Adults (%),Elderly (%),Male (%),Female (%),Diabetes Cases,Blood Pressure Cases,Respiratory Cases,Houses Damaged,Shops Damaged,Hotels Damaged,Schools Damaged,Economic Loss (INR)
18.66038746186159,84.87674586745524,854,17.51393791982926,53.756681735082644,28.72938034508809,48.79460193969772,51.20539806030228,67,96,31,26,20,7,1,520543
18.471211324151827,80.97520298652131,3277,15.013536799102997,67.0376425231019,17.948820677795112,49.67188972642739,50.32811027357261,180,303,133,43,18,5,3,4958031
21.75943929055487,84.88057451242558,4025,29.974868179863854,63.67124053406984,6.3538912860663,51.765747837331965,48.234252162668035,343,361,176,42,11,9,7,5631222
22.077051253203532,83.37633856929116,4910,24.1279614837339,68.68660048017028,7.185438036095817,51.18874629856978,48.81125370143022,167,624,103,31,23,9,8,1800792
18.56120311842354,81.06500845869742,4687,16.203511827331905,66.19323482951553,17.60325334315256,51.07207181787579,48.92792818212421,313,426,187,34,28,0,1,7880442
18.590783513279458,84.37477965944525,3872,23.896795618924152,59.404614983704406,16.69858939737145,50.626110220813885,49.373889779186115,13,44,147,49,12,6,2,8502102
22.71887688578187,81.46008272026711,2593,25.939244666696908,52.093332071682084,21.967423261621008,49.731978900714644,50.268021099285356,39,376,18,36,29,6,0,4773357
21.976226985205585,81.18874888152598,2853,18.454954189026882,58.559548931515586,22.98549687945753,49.80211279201948,50.19788720798052,80,296,46,39,28,2,9,4683391
21.102761135320527,82.31348825332118,957,21.62958359635568,66.2112482585161,12.159168145128234,50.239430890041476,49.760569109958524,5,42,22,35,18,1,2,9549692
22.688650995084124,80.53605488592481,4317,19.086767954246966,62.664556075716284,18.248675970036743,51.535531629731906,48.464468370268094,233,128,160,38,29,6,0,3448164
19.934483207663092,81.5114133514646,2527,23.201976055802817,67.60166058937104,9.196363354826147,49.10674282201199,50.89325717798801,131,263,25,28,29,8,9,2829158
22.537156865345544,83.30344866977043,3534,26.482243780407856,62.65616580507617,10.861590414515973,50.155687561292325,49.844312438707675,339,519,44,6,13,6,9,8538075
20.567790580770158,83.84276203539542,1943,29.96634537205314,66.20268951888404,3.8309651090628165,48.27061988543927,51.72938011456073,127,22,23,7,23,6,1,8150673
20.436022163360217,83.13966825719316,1862,21.35559770082121,69.78528045066952,8.859121848509275,50.15833069108266,49.84166930891734,151,119,92,13,16,1,1,1749349
20.037569014491122,82.73923710539671,2183,25.654514006700406,60.48335044220891,13.862135551090688,48.75185781450206,51.24814218549794,34,148,49,15,0,9,0,1974901
23.5766991937614,81.45497691524291,3053,18.046077815511882,50.50973112419826,31.444191060289853,51.97147357376397,48.02852642623603,75,376,144,30,24,8,5,5614778
23.86425443581803,84.01212890061032,4365,28.001237529544806,65.79495459857196,6.203807871883228,49.60666152165058,50.39333847834942,230,47,59,41,0,1,8,3147283
20.951616156292506,84.92010441195694,4007,28.130340387972485,50.649766516139834,21.219893095887684,50.966655316468966,49.033344683531034,379,454,143,39,7,9,0,1065600
19.288854553273776,82.71627485881862,2404,22.426159587537448,67.97038740223358,9.603453010228975,50.543917848196735,49.456082151803265,147,64,72,49,22,4,0,5168498
21.838943851603236,83.77852577960903,4641,23.052654018026175,61.40210266488214,15.545243317091689,49.571634871885664,50.428365128114336,221,426,208,41,0,6,7,9329711
20.67980298008859,82.53546368267239,2047,25.71187195028628,50.860410051523424,23.427717998190303,48.14951314041243,51.85048685958757,172,230,30,6,8,4,3,5079633
18.41956454447232,80.41077249383721,4008,21.987928440046506,62.12899585557909,15.883075704374406,49.57158033248918,50.42841966751082,292,132,106,47,29,5,2,2598610
21.501771152613454,84.27770944370504,4182,15.339757373626053,50.96420020046825,33.6960424259057,49.25307429928391,50.74692570071609,372,245,201,4,0,5,6,9639595
20.10035027906926,81.42006272471644,1732,25.359906411282957,63.0926802356734,11.547413353043652,50.75060977908292,49.24939022091708,41,228,19,9,20,4,6,3326206
19.612050768295834,80.12691963575166,2918,17.578048616372527,59.96355508769789,22.45839629592959,51.304483694287015,48.695516305712985,16,53,126,40,26,1,5,3639071
22.340157169326908,83.02526103630763,4096,24.383572722995304,66.4518204169079,9.164606860096796,48.846801069639426,51.153198930360574,142,50,106,19,15,5,4,7240713
18.047831558921178,83.5702760582204,3135,23.557028390412633,64.24463321303648,12.198338396550895,50.212162600527094,49.787837399472906,149,462,113,30,1,7,2,5005032
23.959817227420174,84.14993466241042,3688,20.113533674571304,57.7115211714345,22.1749451539942,50.988048486909086,49.011951513090914,330,281,107,8,24,0,0,3443613
20.213696313239378,84.05362774622898,1583,18.15095265624123,63.13440650363155,18.714640840127217,51.93508014596897,48.06491985403103,122,204,44,20,13,9,1,326641
21.960306350882686,83.74884222908629,4645,25.09389037939786,63.62233806581685,11.28377155478529,49.911678323142766,50.088321676857234,126,86,116,42,3,7,4,5810183
19.630038678231028,81.27678219532193,866,17.02292401695127,64.31908568312808,18.657990299920655,48.022353974166265,51.977646025833735,36,60,18,40,15,2,0,6789731
21.525979348780904,83.53017825695136,4485,29.647354447734724,54.70068817553153,15.651957376733748,49.65368479211507,50.34631520788493,52,449,54,16,17,1,9,4978884
22.95416147640793,83.25787265140139,3085,18.53878416109294,52.61624677363913,28.844969065267918,50.17806053648467,49.82193946351533,126,432,115,30,12,2,9,7675887
20.69840720039775,83.83702021944951,4674,20.164349076764335,66.21458508252422,13.621065840711438,49.966151264047845,50.033848735952155,145,352,104,32,7,3,9,8693609
22.648102193938836,82.47713195907671,713,19.707213981148715,63.91488250384129,16.37790351500999,49.712441237124956,50.287558762875044,22,40,2,42,18,2,5,663070
20.324215392612178,80.09561712101093,609,23.342839107879215,56.81854956352452,19.838611328596272,50.88527134742874,49.11472865257126,23,84,12,15,14,3,6,4355295
23.88958324189376,80.25118130332146,4577,19.80909631203193,65.585369908477,14.605533779491068,50.3528586695725,49.6471413304275,185,468,106,32,23,4,0,3876190
20.33095883629764,80.89213691016026,2759,23.732300171071827,51.91415398224599,24.35354584668218,50.73094251141944,49.26905748858056,101,98,49,15,9,7,0,7980556
19.742855698876745,81.0579911663758,1110,16.978566900478114,58.42996222233536,24.591470877186524,51.96449583240945,48.03550416759055,71,80,23,46,1,5,5,8963484
19.257781228541702,82.98794299113702,3171,22.797019659420577,69.17167251669363,8.031307823885783,48.627898904394144,51.372101095605856,267,133,21,15,12,0,3,3195314
22.22872262212907,84.5162914541501,1858,16.791862381131736,55.871237929953296,27.33689968891497,50.75580119129661,49.24419880870339,132,240,42,26,17,9,8,7460034
23.599931051132163,81.38282589696901,1629,23.7859460489937,53.92298165379547,22.29107229721083,48.34592332778522,51.65407667221478,115,91,12,24,13,1,0,7479954
23.465346164521996,83.47968749254936,1786,24.865177686127748,52.71634074821182,22.41848156566043,49.71520358661004,50.28479641338996,96,157,70,36,22,4,2,452503
20.38264830248573,83.61413186121317,2100,28.82871864414861,68.94889167817576,2.222389677675636,50.96210655955883,49.03789344044117,26,42,89,17,7,3,4,4583095
23.191159980651065,80.7152873840711,2531,15.990969396833332,62.47359571789217,21.535434885274498,48.659485862400004,51.340514137599996,74,353,81,27,2,9,8,679783
20.89547127633191,83.14284070645425,2023,18.080946378421963,54.94570396727106,26.973349654306986,51.056886054392656,48.943113945607344,126,2,73,5,9,6,8,1090984
21.599291721567326,83.72945044979704,4105,23.24200074470906,59.69982253180963,17.05817672348131,50.267205401022494,49.732794598977506,362,514,32,33,9,3,1,7522039
18.064864736177206,81.67130181454668,1043,18.505700951208844,53.35196468909389,28.14233435969726,51.74173368859721,48.25826631140279,83,130,37,42,17,2,0,7588707
23.262041861737366,82.27231598529234,573,22.289956493461407,65.94325390123484,11.766789605303757,50.88337295169773,49.11662704830227,20,13,11,23,27,6,4,3382396
21.196453508671368,82.1781613764273,1358,20.69190844500413,61.8544996911076,17.453591863888278,48.796399121800576,51.203600878199424,125,77,28,7,24,5,1,7454341
20.19863097847313,82.98055584654924,3649,28.650745333169017,56.92847440482398,14.420780262007,51.28450933560016,48.71549066439984,158,75,93,9,28,5,8,7445117
22.582833442113333,84.74256659782286,2330,29.8646033721911,52.629470568856966,17.50592605895193,48.24126725270202,51.75873274729798,140,13,25,10,21,9,1,1766460
22.85582980911783,83.08754918085454,4258,21.965615695910557,51.97958026658063,26.054804037508802,49.52546282591807,50.47453717408193,278,142,51,20,7,0,1,4141825
22.283906102587764,80.86860555461062,1037,18.408710821109448,51.61194552350626,29.979343655384298,51.61132977771892,48.38867022228108,98,44,26,46,14,1,1,5948038
22.09762729861695,80.9183445620965,1462,21.37674970409837,51.806418682011575,26.81683161389006,49.31980931166582,50.68019068833418,19,197,52,29,2,3,2,1435951
20.288170291835847,84.51909229021679,907,24.47069822280819,62.38368032353993,13.145621453651884,49.10528759915425,50.89471240084575,0,19,37,33,5,3,9,2254331
18.666153326393,81.74322545666509,2156,18.8696348244142,52.55086662156238,28.579498554023417,49.8915953414525,50.1084046585475,155,225,38,1,13,6,4,6368182
20.246969413922688,81.0674202515275,3919,25.8041258660783,60.33108087012577,13.864793263795931,50.393699089817076,49.606300910182924,242,145,120,22,7,8,9,1131847
21.48504378564875,81.92763563120675,4340,19.929833082959885,55.05916175089403,25.01100516614609,50.45700371315279,49.54299628684721,326,428,201,48,26,3,3,8822224
18.814870444493167,84.19950515062892,3554,23.833447791650777,61.214548823545265,14.952003384803959,48.47227628961185,51.52772371038815,312,399,84,31,29,5,2,9843351
18.80548854424836,81.41546207198252,4100,28.625833880979428,60.79511578476405,10.579050334256522,48.18376779630083,51.81623220369917,240,22,112,40,2,6,3,4573253
18.582899694206198,84.8984358003096,4081,18.753420584081454,61.69708250269539,19.54949691322315,49.08963018509043,50.91036981490957,157,535,10,14,28,4,2,5841042
23.341976249555366,81.35245447403409,4678,17.650658546922024,51.71848334955163,30.63085810352635,49.388475816510955,50.611524183489045,432,616,180,19,17,0,1,8357398
19.999507606171765,82.31153121420681,1619,21.205479707923317,62.328089053744165,16.466431238332518,49.988643732571816,50.011356267428184,146,6,2,22,4,1,8,9773083
19.410141766707852,82.23096406480616,767,18.592874617745366,68.37150875770132,13.035616624553313,50.44701023097471,49.55298976902529,40,53,16,43,24,0,7,4388258
21.68534750126758,83.84878304298229,687,23.71824004071765,63.53947692364641,12.742283035635936,50.054110427513024,49.945889572486976,38,20,17,45,14,7,6,6600613
21.005447874149112,83.87659578594442,4572,19.873869085387824,52.46093207580034,27.665198838811833,48.567651052265894,51.432348947734106,276,647,136,17,14,1,6,1358822
19.09148424010807,83.48792069435125,1305,26.091381542199258,53.36343885297367,20.54517960482707,51.16759325775071,48.83240674224929,113,91,5,22,14,3,3,310009
18.187920834149928,82.82942368071183,4653,28.891651034182146,55.24662677010066,15.861722195717192,51.72873797744064,48.27126202255936,3,433,118,26,4,9,0,2257363
19.394237693863193,80.64824456353901,4519,21.270788264846566,67.70553496160734,11.0236767735461,51.10441378388009,48.89558621611991,417,266,93,0,4,8,2,5533438
22.672372292761164,82.84093554857782,726,26.032671476666625,59.54523233540752,14.42209618792586,51.90603226596176,48.09396773403824,41,57,11,18,18,0,4,7911379
22.804970953232473,80.12896097928245,1036,17.875385007342757,64.51714409333982,17.60747089931742,50.920683088950376,49.079316911049624,20,133,46,24,12,9,0,3817833
18.42586456183222,84.03133976457234,2948,20.299234157740283,58.70206034656124,20.998705495698474,50.9905895906239,49.0094104093761,201,219,123,47,7,3,4,380416
18.334113206964158,84.72052078704542,4418,17.263757244962427,52.93375636003631,29.802486395001267,50.60701479716783,49.39298520283217,201,650,191,20,24,7,2,2839106
22.156243869148415,82.10509084391522,1134,29.431481602595575,67.61817027157663,2.9503481258277873,50.35063807027735,49.64936192972265,69,144,52,12,15,7,0,9063543
22.259556606973458,83.50534510602371,1473,29.236772879584606,69.4488346041943,1.3143925162210905,50.90073927668677,49.09926072331323,97,48,18,9,17,6,2,5900473
20.801264756200197,80.26700636637959,2719,29.627110645380636,51.08622276734333,19.28666658727603,49.803106916631734,50.196893083368266,210,278,27,48,5,8,3,5348393
20.543947578147087,82.48248887344695,3407,19.146074965485454,53.37925605205594,27.47466898245861,49.089786914243184,50.910213085756816,322,485,35,5,23,3,5,9193448
18.783369968277132,81.94489912558603,3471,15.00166913262123,53.44694333995144,31.551387527427337,50.05615093313462,49.94384906686538,32,69,143,10,26,5,4,5571960
21.726069238947176,81.65529122962722,1740,17.9979096577002,63.150392012921166,18.851698329378635,49.28364291681629,50.71635708318371,80,49,25,14,29,6,2,1716065
21.25299469152573,82.00096242312922,4286,24.165269145805226,55.42641853884304,20.408312315351736,49.72451551959827,50.27548448040173,172,569,49,9,27,3,8,611010
21.845297571986315,81.18016927844012,4581,21.800637510019058,63.936263395853544,14.263099094127398,49.73246634586437,50.26753365413563,392,158,217,22,16,1,6,2050125
19.337227564010696,84.20115699506927,4498,18.294788281745685,65.53466332476627,16.170548393488048,49.9307311879381,50.0692688120619,57,421,128,19,16,4,9,4848855
20.216069340746408,80.80881580033048,746,20.09616266249955,59.82144927689688,20.082388060603563,50.00581063459835,49.99418936540165,15,53,0,29,28,2,6,2475165
18.942951628143227,82.32502877950816,1061,23.395462911309593,66.47636069855116,10.128176390139245,50.484440081953565,49.515559918046435,1,134,9,8,11,6,1,6360770
19.184025354397274,81.29153928108808,2707,22.59433341264529,63.75333440249092,13.65233218486378,50.52274586507391,49.47725413492609,269,113,30,43,22,9,0,6246193
20.347092998707666,83.94274731005096,1129,18.88586717736647,58.827642868609566,22.286489954023963,50.05787173026685,49.94212826973315,12,91,17,35,1,4,5,3669735
23.44625167168921,80.90170210428343,4074,26.758603502121197,68.49233078889861,4.749065708980197,51.51992490799685,48.48007509200315,337,372,142,38,12,5,3,2678741
23.884500159886677,81.59159076751334,4946,23.885205104570858,64.93544742251406,11.179347472915083,51.82996036952967,48.17003963047033,436,493,150,27,12,5,9,8423935
20.467032095601773,82.33379577349683,3563,20.236033223550606,51.173068602451266,28.590898173998127,50.0596968691513,49.9403031308487,24,122,3,25,13,3,7,7546255
19.801486704104324,84.26444660559561,4150,20.17662259013625,52.58907267046557,27.234304739398183,49.76888308130776,50.23111691869224,217,521,73,22,4,8,5,8611761
23.315677908792907,82.5278187174756,4169,20.259434056258023,58.81539953790346,20.925166405838524,50.73380976358332,49.26619023641668,127,620,180,1,15,6,3,3341057
22.241670494705065,82.05087639118241,4072,20.700473792336137,62.16463024922018,17.13489595844368,50.877045679094245,49.122954320905755,158,566,198,27,9,8,1,6485401
18.5807169212757,81.77747686161352,3048,18.09506097186679,64.97100484156661,16.933934186566603,50.43168353122351,49.56831646877649,245,140,9,3,1,1,4,550027
21.798182170800516,80.30423115927327,4035,21.778172333280352,57.183084792829376,21.03874287389027,50.180449844518186,49.819550155481814,227,502,118,43,27,1,9,917715
19.82832553426017,84.43513336048625,1129,18.14130154535806,52.808625698607585,29.050072756034353,48.221843435412545,51.778156564587455,53,103,44,9,18,8,3,499256
19.226603620345458,83.61637812223059,4229,20.331835225205737,67.79223038445119,11.875934390343076,51.95413045679791,48.04586954320209,408,583,126,27,9,3,2,7717259
20.75389196119199,82.14705588633409,864,27.396298310466186,51.89510578720318,20.708595902330643,50.94676055534135,49.05323944465865,65,8,34,16,27,6,6,495794
18.913857945055874,84.58213332475064,3009,19.198027211630293,51.92233471233492,28.87963807603478,50.858457723678924,49.141542276321076,98,261,125,31,23,2,0,7808859
19.353971982598225,81.14486635189235,1780,18.60713581109051,54.37275201154133,27.020112177368162,48.42365179727641,51.57634820272359,122,95,74,4,4,0,3,9752459
19.647668230549296,81.2093964239209,3074,17.48080889043288,55.42819367533434,27.090997434232776,51.311808135810985,48.688191864189015,152,304,42,31,8,2,0,3839226
22.38176677445212,82.94608376195333,3638,29.124392114836958,57.96285395078318,12.912753934379865,48.20715033771276,51.79284966228724,24,217,19,18,1,5,6,2971219
22.708798897968613,81.73883797509822,2392,20.439658537512315,69.22626962761042,10.334071834877264,51.70676734165226,48.29323265834774,84,179,9,30,16,8,5,102627
20.40394100084255,84.14737976386381,1173,21.7189050126345,65.43884240748359,12.842252579881915,50.35068991022754,49.64931008977246,115,46,36,4,20,4,2,9322381
22.772456557361142,81.3550007314722,4720,16.120906940406144,52.18700225096464,31.692090808629217,51.05468491115528,48.94531508884472,93,46,145,18,7,6,5,9613403
23.496496532566553,84.69464094502604,4937,21.796897942873358,63.13137768517538,15.071724371951262,49.386262208518126,50.613737791481874,273,220,161,35,5,6,0,2847184
20.068048914963285,83.01504674822492,620,22.581544333465864,65.47686635617708,11.941589310357045,51.92435994519429,48.07564005480571,17,77,25,20,5,0,3,7541560
21.33370041160723,84.42645128803989,578,27.766603074584566,58.90570278899464,13.327694136420803,48.702070043085655,51.297929956914345,6,11,10,14,4,6,0,4574027
18.054781421118093,80.00774803472251,4774,15.006488588076492,60.31806874572298,24.675442666200524,51.240164674169506,48.759835325830494,204,62,118,3,13,7,5,5085991
20.847753239683794,80.45909190183085,1694,19.02538316072488,62.06573691603068,18.90887992324444,50.49797154093648,49.50202845906352,81,245,14,20,29,8,7,9163553
23.192875113503792,81.7128282395713,1789,15.710065525561033,59.33567913312982,24.95425534130915,49.01616577739963,50.98383422260037,106,23,75,25,5,5,5,3763177
20.910544557599597,81.29024170270121,4443,29.184799584311833,65.51716225556997,5.298038160118196,49.69176732913643,50.30823267086357,5,135,53,39,8,1,4,9810323
20.897019044044317,80.54235954943901,2224,28.094345271977275,62.8509522804015,9.054702447621224,48.81385835272081,51.18614164727919,194,38,75,25,19,2,0,1175003
22.246293464323003,83.52000418816961,2697,17.163779647301634,57.409630495325665,25.426589857372704,48.79782370480024,51.20217629519976,126,29,112,46,29,5,2,6806322
20.13002636078158,83.09319316899538,4807,23.356821998242534,66.74135247591414,9.901825525843321,50.15219888482945,49.84780111517055,434,630,92,36,7,0,8,2159890
18.687198236431307,83.13613101032358,1215,26.553101414142464,64.74843790629026,8.698460679567276,48.366338387138036,51.633661612861964,93,174,6,14,21,2,7,7177583
19.30327568879895,84.53618193106732,3398,22.819111980841743,59.505692311854745,17.675195707303516,49.54566838667787,50.45433161332213,200,155,168,25,15,9,6,6261230
